description	n_missing	n_non_missing	PHESANT_transformation	n_cases	n_controls	variable_type	source	notes	phenotype	raymond_both_sexes_qc	dominance_qc	dominance_qc_no_ordinal
Type milk consumed: soya with calcium	309767	51427	100920_0 || CAT-SINGLE || CAT-SINGLE-BINARY-VAR: 2105  || Inc(>=10): 2105(1546) ||	1546	49881	binary	phesant	"Question asked: ""Which type of milk did you use most frequently yesterday? Remember milk in drinks, on cereal and in cooking."" If the participant activated the Help feature they were shown the message: If you typically use more than one type of milk, please select the one you use the most, even if it is only used slightly more than other types. If you had 1% fat milk (e.g. Sainsbury's orange top milk) then please select Semi-skimmed milk."	100920_2105	TRUE	FALSE	FALSE
Type milk consumed: soya without calcium	309767	51427	100920_0 || CAT-SINGLE || CAT-SINGLE-BINARY-VAR: 2106  || Inc(>=10): 2106(664) ||	664	50763	binary	phesant	"Question asked: ""Which type of milk did you use most frequently yesterday? Remember milk in drinks, on cereal and in cooking."" If the participant activated the Help feature they were shown the message: If you typically use more than one type of milk, please select the one you use the most, even if it is only used slightly more than other types. If you had 1% fat milk (e.g. Sainsbury's orange top milk) then please select Semi-skimmed milk."	100920_2106	TRUE	FALSE	FALSE
Type milk consumed: goat/sheep milk	309767	51427	100920_0 || CAT-SINGLE || CAT-SINGLE-BINARY-VAR: 2107  || Inc(>=10): 2107(332) ||	332	51095	binary	phesant	"Question asked: ""Which type of milk did you use most frequently yesterday? Remember milk in drinks, on cereal and in cooking."" If the participant activated the Help feature they were shown the message: If you typically use more than one type of milk, please select the one you use the most, even if it is only used slightly more than other types. If you had 1% fat milk (e.g. Sainsbury's orange top milk) then please select Semi-skimmed milk."	100920_2107	TRUE	FALSE	FALSE
Type milk consumed: rice/oat/vegetable milk	309767	51427	100920_0 || CAT-SINGLE || CAT-SINGLE-BINARY-VAR: 2108  || Inc(>=10): 2108(299) ||	299	51128	binary	phesant	"Question asked: ""Which type of milk did you use most frequently yesterday? Remember milk in drinks, on cereal and in cooking."" If the participant activated the Help feature they were shown the message: If you typically use more than one type of milk, please select the one you use the most, even if it is only used slightly more than other types. If you had 1% fat milk (e.g. Sainsbury's orange top milk) then please select Semi-skimmed milk."	100920_2108	TRUE	FALSE	FALSE
Type milk consumed: powdered milk	309767	51427	100920_0 || CAT-SINGLE || CAT-SINGLE-BINARY-VAR: 2109  || Inc(>=10): 2109(227) ||	227	51200	binary	phesant	"Question asked: ""Which type of milk did you use most frequently yesterday? Remember milk in drinks, on cereal and in cooking."" If the participant activated the Help feature they were shown the message: If you typically use more than one type of milk, please select the one you use the most, even if it is only used slightly more than other types. If you had 1% fat milk (e.g. Sainsbury's orange top milk) then please select Semi-skimmed milk."	100920_2109	TRUE	FALSE	FALSE
Type milk consumed: cholesterol lowering milk	309767	51427	100920_0 || CAT-SINGLE || CAT-SINGLE-BINARY-VAR: 2110  || Inc(>=10): 2110(101) ||	101	51326	binary	phesant	"Question asked: ""Which type of milk did you use most frequently yesterday? Remember milk in drinks, on cereal and in cooking."" If the participant activated the Help feature they were shown the message: If you typically use more than one type of milk, please select the one you use the most, even if it is only used slightly more than other types. If you had 1% fat milk (e.g. Sainsbury's orange top milk) then please select Semi-skimmed milk."	100920_2110	TRUE	FALSE	FALSE
Type milk consumed: other type of milk	309767	51427	100920_0 || CAT-SINGLE || CAT-SINGLE-BINARY-VAR: 2199  || Inc(>=10): 2199(232) ||	232	51195	binary	phesant	"Question asked: ""Which type of milk did you use most frequently yesterday? Remember milk in drinks, on cereal and in cooking."" If the participant activated the Help feature they were shown the message: If you typically use more than one type of milk, please select the one you use the most, even if it is only used slightly more than other types. If you had 1% fat milk (e.g. Sainsbury's orange top milk) then please select Semi-skimmed milk."	100920_2199	TRUE	FALSE	FALSE
Bread consumed	309767	51427	100940_0|| CAT-SINGLE || Inc(>=10): 1(44112) || Inc(>=10): 0(7315) || CAT-SINGLE-BINARY || sample 7315/44112(51427) ||	44112	7315	binary	phesant	"Question asked: ""Did you eat any bread or crackers yesterday? e.g. toast, sandwiches, rice cakes, bread rolls, hotdog roll, crumpets, tortilla wraps."" If the participant activated the Help feature they were shown the message: Please do not include pizza as this will be asked later. Please do not include croissants and pastries as that will be asked later. If your bread or crackers is not on the list, please record it under Other located at the bottom of the list."	100940	TRUE	TRUE	TRUE
Frequency of light DIY in last 4 weeks	180700	180494	1011_0|| CAT-SINGLE || Inc(>=10): 2(51968) || Inc(>=10): 4(47026) || Inc(>=10): 3(38086) || Inc(>=10): 6(10318) || Inc(>=10): 1(17124) || Inc(>=10): 5(15972) || ordered || CAT-ORD || order: 1|2|3|4|5|6 || num categories: 6 ||			ordinal	phesant	"ACE touchscreen question ""How many times in the last 4 weeks did you do light DIY?"" If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know. ~F1011~ was collected from all participants who indicated that they spent time doing light DIY (e.g. pruning, watering the lawn) in the previous 4 weeks, as defined by their answers to ~F6164~"	1011	TRUE	TRUE	FALSE
Yogurt/ice-cream consumers	309767	51427	102080_0|| CAT-SINGLE || Inc(>=10): 0(30624) || Inc(>=10): 1(20803) || CAT-SINGLE-BINARY || sample 30624/20803(51427) ||	20803	30624	binary	phesant	"Question asked: ""Did you eat any yogurt or ice-cream yesterday?"""	102080	TRUE	TRUE	TRUE
Duration of light DIY	181646	179548	1021_0|| CAT-SINGLE || Inc(>=10): 3(56885) || Inc(>=10): 2(42164) || Inc(>=10): 6(13019) || Inc(>=10): 4(30403) || Inc(>=10): 5(18300) || Inc(>=10): 1(10094) || Inc(>=10): 7(8683) || ordered || CAT-ORD || order: 1|2|3|4|5|6|7 || num categories: 7 ||			ordinal	phesant	"ACE touchscreen question ""Each time you did light DIY, about how long did you spend doing it?"" If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know. ~F1021~ was collected from all participants who indicated that they spent time doing light DIY (e.g. pruning, watering the lawn) in the previous 4 weeks, as defined by their answers to ~F6164~"	1021	TRUE	TRUE	FALSE
Dessert consumers	309767	51427	102130_0|| CAT-SINGLE || Inc(>=10): 0(34809) || Inc(>=10): 1(16618) || CAT-SINGLE-BINARY || sample 34809/16618(51427) ||	16618	34809	binary	phesant	"Question asked: ""Did you eat any cakes, puddings or other desserts yesterday? Also includes custard, cheesecake, rice pudding, sponge pudding etc."" If the participant activated the Help feature they were shown the message: Fruit crumble/fruit pie is a special case and we ask that you record it as a portion of pastry or crumble (earlier page) plus a portion of stewed fruit (later page). Select which category best describes your type of dessert, otherwise select the Other category."	102130	TRUE	TRUE	TRUE
Cake intake	309767	51427	102190_0|| CAT-SINGLE || reorder 555|1|2|300 || Default related field: x20082_0_0 || default value 0 set, N= 45295 || Inc(>=10): 0(45295) || Inc(>=10): 2(4331) || Inc(>=10): 3(737) || Inc(>=10): 1(956) || Inc(>=10): 4(108) || ordered || CAT-ORD || order: 555|1|2|300 || num categories: 5 ||			ordinal	phesant	"Question asked: ""How many slices/items of cake, muffin, flapjack, brownie, pecan pie did you have?"" This question was only asked to participants who reported consuming cakes, puddings or other desserts."	102190	TRUE	TRUE	FALSE
Sweet snack consumers	309767	51427	102250_0|| CAT-SINGLE || Inc(>=10): 0(23524) || Inc(>=10): 1(27903) || CAT-SINGLE-BINARY || sample 23524/27903(51427) ||	27903	23524	binary	phesant	"Question asked: ""Did you eat any biscuits, chocolate or sweets yesterday? Also includes sweets, cereal bars, chocolate covered raisins, sweet popcorn and other sweet snacks."" If the participant activated the Help feature they were shown the message: Select which category best describes your type of sweet snack food, otherwise select the Other category."	102250	TRUE	TRUE	TRUE
Milk chocolate intake	309769	51425	102280_0|| CAT-SINGLE || reorder 444|555|1|2|3|4|500 || Default related field: x20082_0_0 || default value 0 set, N= 47996 || Inc(>=10): 0(47996) || Inc(>=10): 1(1259) || Inc(>=10): 2(684) || Inc(>=10): 4(193) || Inc(>=10): 3(1248) || Inc(>=10): 5(27) || Inc(>=10): 6(18) || Removed 7: 2<10 examples || ordered || CAT-ORD || order: 444|555|1|2|3|4|500 || num categories: 7 ||			ordinal	phesant	"Question asked: ""How many milk chocolate bars (~50 g) did you have?"" This question was only asked to participants who reported consuming any biscuits, chocolate or sweets. If the participant activated the Help feature they were shown the message: If you have had just one or two squares of chocolate, or just one or two sweets, please record this as 1/4."	102280	TRUE	TRUE	FALSE
Dark chocolate intake	309778	51416	102290_0|| CAT-SINGLE || reorder 444|555|1|2|3|4|500 || Default related field: x20082_0_0 || default value 0 set, N= 48690 || Inc(>=10): 0(48690) || Inc(>=10): 3(425) || Inc(>=10): 1(1806) || Inc(>=10): 2(416) || Inc(>=10): 4(67) || Removed 5: 9<10 examples || Inc(>=10): 6(12) || Removed 7: 2<10 examples || ordered || CAT-ORD || order: 444|555|1|2|3|4|500 || num categories: 6 ||			ordinal	phesant	"Question asked: ""How many plain/dark chocolate bars (~50 g) did you have?"" This question was only asked to participants who reported consuming any biscuits, chocolate or sweets. If the participant activated the Help feature they were shown the message: If you have had just one or two squares of chocolate, or just one or two sweets, please record this as 1/4."	102290	TRUE	TRUE	FALSE
Sweets intake	309767	51427	102330_0|| CAT-SINGLE || reorder 444|555|1|2|3|4|500 || Default related field: x20082_0_0 || default value 0 set, N= 48450 || Inc(>=10): 0(48450) || Inc(>=10): 1(1096) || Inc(>=10): 4(344) || Inc(>=10): 3(721) || Inc(>=10): 5(145) || Inc(>=10): 2(449) || Inc(>=10): 7(117) || Inc(>=10): 6(105) || ordered || CAT-ORD || order: 444|555|1|2|3|4|500 || num categories: 8 ||			ordinal	phesant	"Question asked: ""How many handfuls of sweets (hard and soft, e.g. peppermints, toffees, fudge, fruit flavoured sweets) did you have?"" This question was only asked to participants who reported consuming any biscuits, chocolate or sweets."	102330	TRUE	TRUE	FALSE
Sweet biscuits intake	309767	51427	102360_0|| CAT-SINGLE || reorder 444|555|1|2|3|4|500 || Default related field: x20082_0_0 || default value 0 set, N= 41788 || Inc(>=10): 0(41788) || Inc(>=10): 3(2842) || Inc(>=10): 4(3890) || Inc(>=10): 5(1370) || Inc(>=10): 7(439) || Inc(>=10): 6(882) || Inc(>=10): 1(71) || Inc(>=10): 2(145) || ordered || CAT-ORD || order: 444|555|1|2|3|4|500 || num categories: 8 ||			ordinal	phesant	"Question asked: ""How many sweet biscuits (e.g. digestive, shortbread, ginger nut) did you have?"" This question was only asked to participants who reported consuming any biscuits, chocolate or sweets. If the participant activated the Help feature they were shown the message: Very large cookies count as two biscuits."	102360	TRUE	TRUE	FALSE
Savoury snack consumers	309767	51427	102400_0|| CAT-SINGLE || Inc(>=10): 0(33092) || Inc(>=10): 1(18335) || CAT-SINGLE-BINARY || sample 33092/18335(51427) ||	18335	33092	binary	phesant	"Question asked: ""Did you eat any crisps, nuts or savoury snacks yesterday? Also includes seeds and olives."" If the participant activated the Help feature they were shown the message: Select which category best describes your type of savoury snack, otherwise select the Other category."	102400	TRUE	TRUE	TRUE
Unsalted nuts intake	309767	51427	102440_0|| CAT-SINGLE || reorder 555|1|2|300 || Default related field: x20082_0_0 || default value 0 set, N= 48029 || Inc(>=10): 0(48029) || Inc(>=10): 2(1313) || Inc(>=10): 1(1687) || Inc(>=10): 4(119) || Inc(>=10): 3(279) || ordered || CAT-ORD || order: 555|1|2|300 || num categories: 5 ||			ordinal	phesant	"Question asked: ""How many handfuls of unsalted nuts (e.g. almonds, cashews, walnuts) did you have?"" This question was only asked to participants who reported consuming savoury snacks."	102440	TRUE	TRUE	FALSE
Crisp intake	309767	51427	102460_0|| CAT-SINGLE || reorder 555|1|2|300 || Default related field: x20082_0_0 || default value 0 set, N= 41192 || Inc(>=10): 0(41192) || Inc(>=10): 2(7143) || Inc(>=10): 4(120) || Inc(>=10): 3(840) || Inc(>=10): 1(2132) || ordered || CAT-ORD || order: 555|1|2|300 || num categories: 5 ||			ordinal	phesant	"Question asked: ""How many small bags of crisps (e.g. Walkers, Sensations, Doritos, Hula Hoops) did you have?"" This question was only asked to participants who reported consuming savoury snacks."	102460	TRUE	TRUE	FALSE
Starchy food consumers	309767	51427	102700_0|| CAT-SINGLE || Inc(>=10): 0(37721) || Inc(>=10): 1(13706) || CAT-SINGLE-BINARY || sample 37721/13706(51427) ||	13706	37721	binary	phesant	"Question asked: ""Did you eat any pasta, rice, sushi or couscous yesterday? This includes noodles, lasagne pasta sheets and other cooked grains such as bulgar wheat."" This can accompany a meal, or be a meal in itself. It may be hot or cold."	102700	TRUE	TRUE	TRUE
Cheese consumers	309767	51427	102800_0|| CAT-SINGLE || Inc(>=10): 0(28182) || Inc(>=10): 1(23245) || CAT-SINGLE-BINARY || sample 28182/23245(51427) ||	23245	28182	binary	phesant	"Question asked: ""Did you eat any cheese yesterday? Cheese in sandwiches, on burgers, on jacket potato, pasta dishes."" If the participant activated the Help feature they were shown the message: Please do not include cheese sauce as this will be asked later. A guide to servings: 1 serving of cheese - a chunk about the size of a small matchbox; 1 serving of grated cheese - about a handful or a large spoonful; 1 serving of spreadable cheese - the amount spread onto a typical slice of square sandwich bread."	102800	TRUE	TRUE	TRUE
Hard cheese intake	309767	51427	102820_0|| CAT-SINGLE || reorder 555|1|2|300 || Default related field: x20082_0_0 || default value 0 set, N= 36290 || Inc(>=10): 0(36290) || Inc(>=10): 2(8087) || Inc(>=10): 1(5836) || Inc(>=10): 3(1080) || Inc(>=10): 4(134) || ordered || CAT-ORD || order: 555|1|2|300 || num categories: 5 ||			ordinal	phesant	"Question asked: ""How many servings of hard cheese (e.g. Cheddar, Parmesan) did you have?"" This question was only asked to participants who reported consuming cheese."	102820	TRUE	TRUE	FALSE
Soft cheese intake	309767	51427	102830_0|| CAT-SINGLE || reorder 555|1|2|300 || Default related field: x20082_0_0 || default value 0 set, N= 49380 || Inc(>=10): 0(49380) || Inc(>=10): 2(962) || Inc(>=10): 1(969) || Inc(>=10): 3(99) || Inc(>=10): 4(17) || ordered || CAT-ORD || order: 555|1|2|300 || num categories: 5 ||			ordinal	phesant	"Question asked: ""How many servings of soft cheese (e.g. Brie) did you have?"" This question was only asked to participants who reported consuming cheese."	102830	TRUE	TRUE	FALSE
Blue cheese intake	309772	51422	102840_0|| CAT-SINGLE || reorder 555|1|2|300 || Default related field: x20082_0_0 || default value 0 set, N= 49941 || Inc(>=10): 0(49941) || Inc(>=10): 2(613) || Inc(>=10): 1(810) || Inc(>=10): 3(58) || Removed 4: 5<10 examples || ordered || CAT-ORD || order: 555|1|2|300 || num categories: 4 ||			ordinal	phesant	"Question asked: ""How many servings of blue cheese (e.g. Stilton) did you have?"" This question was only asked to participants who reported consuming cheese."	102840	TRUE	TRUE	FALSE
Egg consumers	309767	51427	102930_0|| CAT-SINGLE || Inc(>=10): 0(40610) || Inc(>=10): 1(10817) || CAT-SINGLE-BINARY || sample 40610/10817(51427) ||	10817	40610	binary	phesant	"Question asked: ""Did you eat any eggs yesterday? e.g. with breakfast, with a salad, with toast, part of a main meal or in sandwiches."" If the participant activated the Help feature they were shown the message: Gala pies (pork pies with egg) should have the boiled egg part recorded in this section (don't forget to record the pastry and pork as well). Do not count eggs that are cooking ingredients such as those in cakes or homemade burgers."	102930	TRUE	TRUE	TRUE
